pi_type_id, pi_name, pi_guid, pi_readonly, pi_text, pi_numeric, pi_storage_type, pi_group_name, pi_display_unit_type, pi_parameter_type
ParamRefUniqueID_4cf95d3a-7e23-47c6-9397-11b055d511c4-00703ba4	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_4cf95d3a-7e23-47c6-9397-11b055d511c4-00703ba4	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479d	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479d	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479d	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479e	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479e	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479e	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479f	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479f	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-0070479f	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a0	"Comments"		0	NULL		String	Identity Data	""	"Text"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a0	"Connection Status"		1	"2"	2	Integer	Structural	""	""
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a0	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
ParamRefUniqueID_7d899e91-53bd-4fe9-8461-ebd1a327414a-007047a1	"Node Number"		0	"0"	0	Integer	Identity Data	""	"Integer"
